0,0
1,1
2,3
3,6
4,2
5,7
6,13
7,20
8,12
9,21
10,11
11,22
12,10
13,23
14,9
15,24
16,8
17,25
18,43
19,62
20,42
21,63
22,41
23,18
24,42
25,17
26,43
27,16
28,44
29,15
30,45
31,14
32,46
33,79
34,113
35,78
36,114
37,77
38,39
39,78
40,38
41,79
42,37
43,80
44,36
45,81
46,35
47,82
48,34
49,83
50,33
51,84
52,32
53,85
54,31
55,86
56,30
57,87
58,29
59,88
60,28
61,89
62,27
63,90
64,26
65,91
66,157
67,224
68,156
69,225
70,155
71,226
72,154
73,227
74,153
75,228
76,152
77,75
78,153
79,74
80,154
81,73
82,155
83,72
84,156
85,71
86,157
87,70
88,158
89,69
90,159
91,68
92,160
93,67
94,161
95,66
96,162
97,65
98,163
99,64
100,164
101,265
102,367
103,264
104,368
105,263
106,369
107,262
108,370
109,261
110,151
111,40
112,152
113,265
114,379
115,494
116,378
117,495
118,377
119,258
120,138
121,259
122,137
123,260
124,136
125,261
126,135
127,262
128,134
129,5
130,135
131,4
132,136
133,269
134,403
135,268
136,132
137,269
138,131
139,270
140,130
141,271
142,129
143,272
144,128
145,273
146,127
147,274
148,126
149,275
150,125
151,276
152,124
153,277
154,123
155,278
156,122
157,279
158,121
159,280
160,120
161,281
162,119
163,282
164,118
165,283
166,117
167,284
168,116
169,285
170,115
171,286
172,458
173,631
174,457
175,632
176,456
177,633
178,455
179,634
180,454
181,635
182,453
183,636
184,452
185,267
186,453
187,266
188,454
189,643
190,833
191,642
192,450
193,257
194,451
195,256
196,60
197,257
198,59
199,258
200,58
201,259
202,57
203,260
204,56
205,261
206,55
207,262
208,54
209,263
210,53
211,264
212,52
213,265
214,51
215,266
216,50
217,267
218,49
219,268
220,48
221,269
222,47
223,270
224,494
225,719
226,493
227,720
228,492
229,721
230,491
231,722
232,490
233,723
234,489
235,254
236,490
237,253
238,491
239,252
240,492
241,251
242,493
243,250
244,494
245,249
246,495
247,248
248,496
249,247
250,497
251,246
252,498
253,245
254,499
255,244
256,500
257,243
258,501
259,242
260,502
261,241
262,503
263,240
264,504
265,239
266,505
267,238
268,506
269,237
270,507
271,236
272,508
273,235
274,509
275,234
276,510
277,233
278,511
279,232
280,512
281,231
282,513
283,230
284,514
285,229
286,515
287,802
288,1090
289,801
290,1091
291,800
292,1092
293,799
294,1093
295,798
296,1094
297,797
298,1095
299,796
300,1096
301,795
302,1097
303,794
304,1098
305,793
306,487
307,180
308,488
309,179
310,489
311,178
312,490
313,177
314,491
315,176
316,492
317,175
318,493
319,174
320,494
321,173
322,495
323,172
324,496
325,171
326,497
327,170
328,498
329,169
330,499
331,168
332,500
333,167
334,501
335,166
336,502
337,165
338,503
339,842
340,1182
341,841
342,1183
343,840
344,1184
345,839
346,1185
347,838
348,1186
349,837
350,1187
351,836
352,484
353,837
354,483
355,838
356,482
357,839
358,481
359,840
360,480
361,841
362,479
363,842
364,478
365,843
366,477
367,110
368,478
369,109
370,479
371,108
372,480
373,107
374,481
375,106
376,482
377,105
378,483
379,104
380,484
381,103
382,485
383,102
384,486
385,101
386,487
387,100
388,488
389,99
390,489
391,98
392,490
393,97
394,491
395,96
396,492
397,95
398,493
399,94
400,494
401,93
402,495
403,92
404,496
405,901
406,1307
407,900
408,1308
409,899
410,1309
411,898
412,1310
413,897
414,1311
415,896
416,1312
417,895
418,1313
419,894
420,474
421,895
422,473
423,896
424,472
425,897
426,471
427,898
428,470
429,899
430,469
431,900
432,468
433,901
434,467
435,902
436,466
437,903
438,465
439,904
440,464
441,905
442,463
443,906
444,462
445,907
446,461
447,908
448,460
449,909
450,459
451,910
452,1362
453,1815
454,1361
455,1816
456,1360
457,1817
458,1359
459,1818
460,1358
461,1819
462,1357
463,1820
464,1356
465,891
466,425
467,892
468,424
469,893
470,423
471,894
472,422
473,895
474,421
475,896
476,420
477,897
478,419
479,898
480,418
481,899
482,417
483,900
484,416
485,901
486,415
487,902
488,414
489,903
490,413
491,904
492,412
493,905
494,411
495,906
496,410
497,907
498,409
499,908
